학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
FT2015-01,TV제작,,25,백민섭,2.0,목 09:00-11:45 (예B167),05,,,국제
FT2017-01,고급촬영과조명,,25,이강민,2.0,화 13:30-17:20 (예B139),05,영어(부분),,국제
FT2018-01,세계연극사,,25,오세준,2.0,수 10:00-12:45 (예B166),04,영어(부분),,국제
FT2021-01,단편영화와시나리오,,25,박동훈,3.0,월 13:30-17:20 (예B139),05,영어(부분),,국제
FT2025-01,사운드프로덕션,,25,홍윤성,3.0,금 09:00-12:50 (예B167),05,,,국제
FT2028-01,뮤지컬코미디워크샵,,25,"김준삼,신동아",3.0,"목 15:30-17:20 (예B166),목 13:30-15:20 (예B166)",05,영어(부분),,국제
FT2032-01,뮤지컬분석,,25,이은혜,2.0,화 10:00-12:45 (예B166),05,,,국제
FT2036-01,즉흥연기,,25,"이영란,곽동철",3.0,"화 13:30-15:20 (예B142),화 15:30-17:20 (예B142)",05,,,국제
FT3047-01,한국영화연구,,25,한상언,3.0,화 09:00-12:50 (예B139),05,영어(부분),,국제
FT3049-01,카메라연기와연출,,25,김수연,2.0,목 09:00-11:45 (예B139),05,,,국제
FT3050-01,스타일장면연기,,25,이영란,3.0,수 13:30-17:20 (예B142),05,영어(부분),,국제
FT3052-01,뮤지컬연기연출론,,25,"김학민,김정민",3.0,"월 13:30-15:20 (예B166),월 15:30-17:20 (예B166)",05,,,국제
FT3053-01,고급시나리오창작,,25,이효인,3.0,수 13:30-17:20 (예B139),05,,,국제
FT3054-01,근대극워크샵,,25,이영석,3.0,화 13:30-17:20 (예B166),05,,,국제
FT3055-01,TV-CM/뮤직비디오제작실습,,25,조수현,2.0,금 13:30-16:15 (예B167),05,,,국제
FT4061-01,캡스톤디자인2(연극영화학),,25,김정호,2.0,월 13:30-15:20 (예B167),04,,영화독립프로젝트(제작),국제
FT4068-01,뮤지컬제작실습,,25,"김학민,강수진",2.0,"목 18:00-19:50 (예B166),월 18:00-19:50 (예B166)",04,,,국제
FT4070-01,기획과창업,,25,이동일,2.0,수 13:30-16:15 (예B166),04,영어(부분),,국제
FT4071-01,졸업논문(연극영화전공),,100,김학민,.0,- (),04,,,국제
GBIZ4011-01,졸업논문(글로벌비즈니스),,5,서인겸,.0,- (),04,,,서울
GEB1101-G01,글쓰기1,,27,진은진,2.0,월 09:00-10:15 (멀101)수 09:00-10:15 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G02,글쓰기1,,27,김광섭,2.0,월 09:00-10:15 (멀108)수 09:00-10:15 (멀108),16,,1학년 우선강좌,국제
GEB1101-G04,글쓰기1,,27,김영임,2.0,월 09:00-10:15 (멀703)수 09:00-10:15 (멀703),16,,1학년 우선강좌,국제
GEB1101-G05,글쓰기1,,27,진은진,2.0,월 10:30-11:45 (멀101)수 10:30-11:45 (멀101),16,,"2,3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1101-G06,글쓰기1,,27,송영은,2.0,월 10:30-11:45 (멀108)수 10:30-11:45 (멀108),16,,1학년 우선강좌,국제
GEB1101-G07,글쓰기1,,27,김광섭,2.0,월 10:30-11:45 (멀703)수 10:30-11:45 (멀703),16,,"2,3,4학년 우선강좌",국제
GEB1101-G08,글쓰기1,,27,조명숙,2.0,월 10:30-11:45 (멀301)수 10:30-11:45 (멀301),16,,"2,3,4학년 우선강좌",국제
GEB1101-G09,글쓰기1,,27,진은진,2.0,월 12:00-13:15 (멀101)수 12:00-13:15 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G10,글쓰기1,,27,이철주,2.0,월 12:00-13:15 (멀109)수 12:00-13:15 (멀109),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G11,글쓰기1,,27,권선경,2.0,월 12:00-13:15 (멀301)수 12:00-13:15 (멀301),16,,1학년 우선강좌,국제
GEB1101-G12,글쓰기1,,27,윤송아,2.0,월 12:00-13:15 (멀409)수 12:00-13:15 (멀409),16,,1학년 우선강좌,국제
GEB1101-G13,글쓰기1,,27,윤송아,2.0,월 13:30-14:45 (멀409)수 13:30-14:45 (멀409),16,,"2,3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1101-G14,글쓰기1,,27,김미선,2.0,월 13:30-14:45 (멀101)수 13:30-14:45 (멀101),16,,1학년 우선강좌,국제
GEB1101-G15,글쓰기1,,27,권선경,2.0,월 13:30-14:45 (멀301)수 13:30-14:45 (멀301),16,,"2,3,4학년 우선강좌",국제
GEB1101-G16,글쓰기1,,27,임경섭,2.0,월 15:00-16:15 (멀101)수 15:00-16:15 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G17,글쓰기1,,27,홍비연,2.0,월 15:00-16:15 (멀108)수 15:00-16:15 (멀108),16,,1학년 우선강좌,국제
GEB1101-G18,글쓰기1,,27,박선애,2.0,월 15:00-16:15 (멀109)수 15:00-16:15 (멀109),16,,"2,3,4학년 우선강좌",국제
GEB1101-G19,글쓰기1,,27,임경섭,2.0,월 16:30-17:45 (멀101)수 16:30-17:45 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G20,글쓰기1,,27,남주연,2.0,월 16:30-17:45 (멀201)수 16:30-17:45 (멀201),16,,외국인 전용강좌 (Foreign students only),국제
GEB1101-G21,글쓰기1,,27,박선애,2.0,월 16:30-17:45 (멀109)수 16:30-17:45 (멀109),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G22,글쓰기1,,27,유정이,2.0,화 09:00-10:15 (멀101)목 09:00-10:15 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G23,글쓰기1,,0,김기섭,2.0,화 09:00-10:15 (멀109)목 09:00-10:15 (멀109),16,,체육부 전용 강좌,국제
GEB1101-G24,글쓰기1,,27,손보미,2.0,화 09:00-10:15 (멀301)목 09:00-10:15 (멀301),16,,"2,3,4학년 우선강좌",국제
GEB1101-G26,글쓰기1,,27,손보미,2.0,화 10:30-11:45 (멀301)목 10:30-11:45 (멀301),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G27,글쓰기1,,27,이유진,2.0,화 10:30-11:45 (멀108)목 10:30-11:45 (멀108),16,,1학년 우선강좌,국제
GEB1101-G28,글쓰기1,,27,오진희,2.0,화 10:30-11:45 (멀703)목 10:30-11:45 (멀703),16,,외국인 전용강좌 (Foreign students only),국제
GEB1101-G29,글쓰기1,,27,유정이,2.0,화 10:30-11:45 (멀101)목 10:30-11:45 (멀101),16,,1학년 우선강좌,국제
GEB1101-G30,글쓰기1,,27,오세정,2.0,화 12:00-13:15 (멀301)목 12:00-13:15 (멀301),16,,"2,3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1101-G31,글쓰기1,,27,조은영,2.0,화 12:00-13:15 (멀101)목 12:00-13:15 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G32,글쓰기1,,27,박지용,2.0,화 12:00-13:15 (멀201)목 12:00-13:15 (멀201),16,,"2,3,4학년 우선강좌",국제
GEB1101-G33,글쓰기1,,27,오태호,2.0,화 12:00-13:15 (멀108)목 12:00-13:15 (멀108),16,,1학년 우선강좌,국제
GEB1101-G34,글쓰기1,,27,조은영,2.0,화 13:30-14:45 (멀101)목 13:30-14:45 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G35,글쓰기1,,27,예철해,2.0,화 13:30-14:45 (멀301)목 13:30-14:45 (멀301),16,,"2,3,4학년 우선강좌",국제
GEB1101-G36,글쓰기1,,27,김금남,2.0,화 13:30-14:45 (멀703)목 13:30-14:45 (멀703),16,,1학년 우선강좌,국제
GEB1101-G37,글쓰기1,,27,오태호,2.0,화 13:30-14:45 (멀108)목 13:30-14:45 (멀108),16,,1학년 우선강좌,국제
GEB1101-G38,글쓰기1,,27,예철해,2.0,화 15:00-16:15 (멀301)목 15:00-16:15 (멀301),16,,"2,3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1101-G39,글쓰기1,,27,김영희,2.0,화 15:00-16:15 (멀201)목 15:00-16:15 (멀201),16,,1학년 우선강좌,국제
GEB1101-G40,글쓰기1,,27,엄상희,2.0,화 15:00-16:15 (멀409)목 15:00-16:15 (멀409),16,,"2,3,4학년 우선강좌",국제
GEB1101-G41,글쓰기1,,27,김영희,2.0,목 16:30-17:45 (멀201)화 16:30-17:45 (멀201),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G42,글쓰기1,,27,김금남,2.0,목 16:30-17:45 (멀108)화 16:30-17:45 (멀108),16,,1학년 우선강좌,국제
GEB1101-G43,글쓰기1,,27,권현형,2.0,목 16:30-17:45 (멀301)화 16:30-17:45 (멀301),16,,1학년 우선강좌,국제
GEB1101-G44,글쓰기1,,27,오태호,2.0,금 09:00-11:45 (멀101),16,,1학년 우선강좌(ABEEK) Abeek,국제
GEB1101-G46,글쓰기1,,27,박경희,2.0,금 09:00-11:45 (멀301),16,,외국인 전용강좌 (Foreign students only),국제
GEB1101-G48,글쓰기1,,27,임보연,2.0,금 12:00-14:45 (멀301),16,,1학년 우선강좌,국제
GEB1101-G49,글쓰기1,,27,남찬원,2.0,금 12:00-14:45 (멀109),16,,1학년 우선강좌,국제
GEB1101-G51,글쓰기1,,27,홍상언,2.0,금 15:00-17:45 (멀201),16,,1학년 우선강좌,국제
GEB1101-G52,글쓰기1,,27,주지선,2.0,금 15:00-17:45 (멀109),16,,1학년 우선강좌,국제
GEB1101-S01,글쓰기1,,20,황금하,2.0,월 09:00-10:15 (청306-1)수 09:00-10:15 (청306-1),16,,1학년 전용,서울
GEB1101-S02,글쓰기1,,20,최면정,2.0,수 09:00-10:15 (청707)월 09:00-10:15 (청707),16,,1학년 전용,서울
GEB1101-S03,글쓰기1,,20,주지영,2.0,월 09:00-10:15 (청708)수 09:00-10:15 (청708),16,,1학년 전용,서울
GEB1101-S04,글쓰기1,,20,이석호,2.0,수 09:00-10:15 (청709)월 09:00-10:15 (청709),16,,1학년 전용,서울
GEB1101-S05,글쓰기1,,20,고인환,2.0,월 10:30-11:45 (청306-1)수 10:30-11:45 (청306-1),16,,1학년 전용,서울
GEB1101-S06,글쓰기1,,20,이성천,2.0,수 10:30-11:45 (청707)월 10:30-11:45 (청707),16,,1학년 전용,서울
GEB1101-S07,글쓰기1,,20,강호정,2.0,수 10:30-11:45 (청708)월 10:30-11:45 (청708),16,,1학년 전용,서울
GEB1101-S08,글쓰기1,,20,황금하,2.0,월 12:00-13:15 (청306-1)수 12:00-13:15 (청306-1),16,,1학년 전용(강사변경 이성희->황금하),서울
GEB1101-S09,글쓰기1,,20,이성천,2.0,월 12:00-13:15 (청707)수 12:00-13:15 (청707),16,,1학년 전용,서울
GEB1101-S10,글쓰기1,,20,방인석,2.0,월 12:00-13:15 (청708)수 12:00-13:15 (청708),16,,1학년 전용,서울
GEB1101-S11,글쓰기1,,20,채부규,2.0,수 12:00-13:15 (청713)월 12:00-13:15 (청713),16,,1학년 전용,서울
GEB1101-S12,글쓰기1,,20,이성천,2.0,수 13:30-14:45 (청707)월 13:30-14:45 (청707),16,,1학년 전용,서울
GEB1101-S13,글쓰기1,,20,기도연,2.0,월 13:30-14:45 (청708)수 13:30-14:45 (청708),16,,1학년 전용,서울
GEB1101-S14,글쓰기1,,20,김경훈,2.0,월 13:30-14:45 (청709)수 13:30-14:45 (청709),16,,1학년 전용,서울
GEB1101-S15,글쓰기1,,20,박재양,2.0,월 15:00-16:15 (청306-1)수 15:00-16:15 (청306-1),16,,1학년 전용,서울
GEB1101-S16,글쓰기1,,20,양정애,2.0,월 15:00-16:15 (청707)수 15:00-16:15 (청707),16,,1학년 전용,서울
GEB1101-S17,글쓰기1,,20,유수정,2.0,수 15:00-16:15 (청708)월 15:00-16:15 (청708),16,,1학년 전용,서울
GEB1101-S18,글쓰기1,,20,이문재,2.0,월 16:30-17:45 (청306-1)수 16:30-17:45 (청306-1),16,,1학년 전용,서울
GEB1101-S19,글쓰기1,,20,김성용,2.0,월 16:30-17:45 (청707)수 16:30-17:45 (청707),16,,1학년 전용,서울
GEB1101-S20,글쓰기1,,20,강은모,2.0,월 16:30-17:45 (청708)수 16:30-17:45 (청708),16,,1학년 전용,서울
GEB1101-S21,글쓰기1,,20,추선진,2.0,화 09:00-10:15 (청708)목 09:00-10:15 (청708),16,,1학년 전용(강의실 변경 306-1 -> 708),서울
GEB1101-S22,글쓰기1,,20,이용희,2.0,목 09:00-10:15 (청707)화 09:00-10:15 (청707),16,,1학년 전용,서울
GEB1101-S24,글쓰기1,,20,박은지,2.0,목 10:30-11:45 (청306-1)화 10:30-11:45 (청306-1),16,,1학년 전용,서울
GEB1101-S25,글쓰기1,,20,장성희,2.0,목 10:30-11:45 (청707)화 10:30-11:45 (청707),16,,1학년 전용,서울
GEB1101-S26,글쓰기1,,20,김진선,2.0,목 10:30-11:45 (청708)화 10:30-11:45 (청708),16,,1학년 전용,서울
GEB1101-S27,글쓰기1,,20,윤효진,2.0,화 10:30-11:45 (청709)목 10:30-11:45 (청709),16,,1학년 전용,서울
GEB1101-S28,글쓰기1,,20,홍윤기,2.0,목 12:00-13:15 (청306-1)화 12:00-13:15 (청306-1),16,,1학년 전용,서울
GEB1101-S29,글쓰기1,,20,박혜영,2.0,목 12:00-13:15 (청707)화 12:00-13:15 (청707),16,,1학년 전용(강사변경 호정은->박혜영),서울
GEB1101-S30,글쓰기1,,20,윤효진,2.0,목 12:00-13:15 (청708)화 12:00-13:15 (청708),16,,1학년 전용,서울
GEB1101-S31,글쓰기1,,20,권현형,2.0,화 12:00-13:15 (청709)목 12:00-13:15 (청709),16,,1학년 전용,서울
GEB1101-S32,글쓰기1,,20,김수이,2.0,목 13:30-14:45 (청306-1)화 13:30-14:45 (청306-1),16,,1학년 전용,서울
GEB1101-S33,글쓰기1,,20,추선진,2.0,목 13:30-14:45 (청707)화 13:30-14:45 (청707),16,,1학년 전용(강사변경 호정은->추선진),서울
GEB1101-S34,글쓰기1,,20,전현정,2.0,목 13:30-14:45 (청708)화 13:30-14:45 (청708),16,,1학년 전용,서울
GEB1101-S35,글쓰기1,,20,정재훈,2.0,목 15:00-16:15 (청306-1)화 15:00-16:15 (청306-1),16,,1학년 전용,서울
GEB1101-S36,글쓰기1,,20,오수진,2.0,목 15:00-16:15 (청707)화 15:00-16:15 (청707),16,,1학년 전용,서울
GEB1101-S37,글쓰기1,,20,김세화,2.0,화 15:00-16:15 (청708)목 15:00-16:15 (청708),16,,1학년 전용,서울
GEB1101-S38,글쓰기1,,20,박은지,2.0,화 16:30-17:45 (청306-1)목 16:30-17:45 (청306-1),16,,1학년 전용,서울
GEB1101-S39,글쓰기1,,20,김우중,2.0,화 16:30-17:45 (청707)목 16:30-17:45 (청707),16,,1학년 전용,서울
GEB1101-S40,글쓰기1,,20,김현주,2.0,수 09:00-10:15 (청713)월 09:00-10:15 (청713),16,,1학년 전용,서울
GEB1101-S41,글쓰기1,,20,이철,2.0,금 09:00-11:45 (청707),16,,1학년 전용,서울
GEB1101-S42,글쓰기1,,20,김주성,2.0,금 09:00-11:45 (청708),16,,1학년 전용,서울
GEB1101-S43,글쓰기1,,20,주지영,2.0,금 09:00-11:45 (청709),16,,1학년 전용(강사변경 임경섭->주지영),서울
GEB1101-S44,글쓰기1,,20,김필래,2.0,금 12:00-14:45 (청306-1),16,,1학년 전용,서울
GEB1101-S45,글쓰기1,,20,우은숙,2.0,금 12:00-14:45 (청707),16,,1학년 전용,서울
GEB1101-S46,글쓰기1,,20,양선미,2.0,금 12:00-14:45 (청708),16,,1학년 전용,서울
GEB1101-S47,글쓰기1,,20,이지은,2.0,금 15:00-17:45 (청306-1),16,,1학년 전용,서울
GEB1101-S48,글쓰기1,,20,이윤주,2.0,금 15:00-17:45 (청707),16,,1학년 전용,서울
GEB1101-S49,글쓰기1,,20,김학중,2.0,금 15:00-17:45 (청708),16,,1학년 전용,서울
GEB1101-S51,글쓰기1,,20,조연향,2.0,수 10:30-11:45 (청709)월 10:30-11:45 (청709),16,,재학생전용,서울
GEB1101-S52,글쓰기1,,20,강호정,2.0,월 12:00-13:15 (청709)수 12:00-13:15 (청709),16,,재학생전용(강사변경 박성준->강호정),서울
GEB1101-S53,글쓰기1,,20,이훈,2.0,수 15:00-16:15 (청709)월 15:00-16:15 (청709),16,,재학생전용,서울
GEB1101-S54,글쓰기1,,20,이규진,2.0,목 09:00-10:15 (청709)화 09:00-10:15 (청709),16,,재학생전용,서울
GEB1101-S55,글쓰기1,,20,한유희,2.0,목 10:30-11:45 (청713)화 10:30-11:45 (청713),16,,재학생전용,서울
GEB1101-S56,글쓰기1,,20,남찬원,2.0,목 13:30-14:45 (청709)화 13:30-14:45 (청709),16,,재학생전용,서울
GEB1101-S57,글쓰기1,,20,한송이,2.0,금 12:00-14:45 (청713),16,,재학생전용,서울
GEB1101-S58,글쓰기1,,20,유지안,2.0,금 15:00-17:45 (청713),16,,재학생전용,서울
GEB1101-S59,글쓰기1,,20,남정희,2.0,월 10:30-11:45 (청713)수 10:30-11:45 (청713),16,,외국인 유학생 전용,서울
GEB1101-S60,글쓰기1,,20,변웅걸,2.0,월 13:30-14:45 (청713)수 13:30-14:45 (청713),16,,외국인 유학생 전용,서울
GEB1101-S61,글쓰기1,,20,박일섭,2.0,수 15:00-16:15 (청713)월 15:00-16:15 (청713),16,,외국인 유학생 전용,서울
GEB1101-S62,글쓰기1,,20,김영근,2.0,월 16:30-17:45 (청709)수 16:30-17:45 (청709),16,,외국인 유학생 전용,서울
GEB1101-S63,글쓰기1,,20,김경지,2.0,화 16:30-17:45 (청709)목 16:30-17:45 (청709),16,,외국인 유학생 전용,서울
GEB1101-S64,글쓰기1,,20,이영주,2.0,목 12:00-13:15 (청713)화 12:00-13:15 (청713),16,,외국인 유학생 전용,서울
GEB1101-S65,글쓰기1,,20,김경지,2.0,화 13:30-14:45 (청713)목 13:30-14:45 (청713),16,,외국인 유학생 전용,서울
GEB1101-S66,글쓰기1,,20,고우리,2.0,목 15:00-16:15 (청709)화 15:00-16:15 (청709),16,,외국인 유학생 전용,서울
GEB1101-S67,글쓰기1,,20,이영주,2.0,화 15:00-16:15 (청713)목 15:00-16:15 (청713),16,,외국인 유학생 전용(강사변경 김경표->이영주),서울
GEB1101-S68,글쓰기1,,20,류수영,2.0,화 16:30-17:45 (청708)목 16:30-17:45 (청708),16,,외국인 유학생 전용,서울
GEB1101-S69,글쓰기1,,20,이지은,2.0,금 09:00-11:45 (청306-1),16,,외국인 유학생 전용,서울
GEB1101-S70,글쓰기1,,20,이혜지,2.0,금 12:00-14:45 (청709),16,,외국인 유학생 전용,서울
GEB1101-S71,글쓰기1,,20,Kathryn Shelley Price Jones,2.0,수 13:30-14:45 (청306-1)월 13:30-14:45 (청306-1),16,영어,외국인 유학생 전용,서울
GEB1102-G01,글쓰기2,,27,진애라,2.0,수 09:00-10:15 (멀201)월 09:00-10:15 (멀201),16,,"3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1102-G03,글쓰기2,,27,백지윤,2.0,수 09:00-10:15 (멀409)월 09:00-10:15 (멀409),16,,2학년 우선강좌,국제
GEB1102-G05,글쓰기2,,27,진애라,2.0,월 10:30-11:45 (멀201)수 10:30-11:45 (멀201),16,,"3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1102-G06,글쓰기2,,0,이지영,2.0,월 10:30-11:45 (멀109)수 10:30-11:45 (멀109),16,,체육부 전용강좌,국제
GEB1102-G07,글쓰기2,,27,백지윤,2.0,월 10:30-11:45 (멀409)수 10:30-11:45 (멀409),16,,2학년 우선강좌,국제
GEB1102-G08,글쓰기2,,27,방윤제,2.0,수 12:00-13:15 (멀108)월 12:00-13:15 (멀108),16,,"3,4학년 우선강좌",국제
GEB1102-G09,글쓰기2,,27,김광섭,2.0,월 12:00-13:15 (멀703)수 12:00-13:15 (멀703),16,,2학년 우선강좌,국제
GEB1102-G10,글쓰기2,,27,이지영,2.0,월 12:00-13:15 (멀201)수 12:00-13:15 (멀201),16,,2학년 우선강좌(ABEEK) Abeek,국제
GEB1102-G12,글쓰기2,,27,최은영,2.0,월 13:30-14:45 (멀108)수 13:30-14:45 (멀108),16,,"3,4학년 우선강좌",국제
GEB1102-G14,글쓰기2,,27,이지영,2.0,월 13:30-14:45 (멀201)수 13:30-14:45 (멀201),16,,"3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1102-G15,글쓰기2,,27,장성희,2.0,월 15:00-16:15 (멀409)수 15:00-16:15 (멀409),16,,2학년 우선강좌,국제
GEB1102-G16,글쓰기2,,27,김윤희,2.0,월 15:00-16:15 (멀301)수 15:00-16:15 (멀301),16,,2학년 우선강좌,국제
GEB1102-G17,글쓰기2,,27,김미선,2.0,월 15:00-16:15 (멀201)수 15:00-16:15 (멀201),16,,외국인 전용강좌 (Foreign students only),국제
GEB1102-G18,글쓰기2,,27,최은영,2.0,월 16:30-17:45 (멀409)수 16:30-17:45 (멀409),16,,2학년 우선강좌,국제
GEB1102-G20,글쓰기2,,27,김윤희,2.0,월 16:30-17:45 (멀301)수 16:30-17:45 (멀301),16,,"3,4학년 우선강좌",국제
GEB1102-G21,글쓰기2,,27,김현주,2.0,화 09:00-10:15 (멀108)목 09:00-10:15 (멀108),16,,2학년 우선강좌(ABEEK) Abeek,국제
GEB1102-G22,글쓰기2,,27,김태우,2.0,화 09:00-10:15 (멀201)목 09:00-10:15 (멀201),16,,"3,4학년 우선강좌(ABEEK) Abeek",국제
GEB1102-G23,글쓰기2,,27,이은영,2.0,목 09:00-10:15 (멀703)화 09:00-10:15 (멀703),16,,"3,4학년 우선강좌",국제
GEB1102-G24,글쓰기2,,27,박지용,2.0,화 10:30-11:45 (멀201)목 10:30-11:45 (멀201),16,,2학년 우선강좌,국제
GEB1102-G26,글쓰기2,,0,김기섭,2.0,목 10:30-11:45 (멀109)화 10:30-11:45 (멀109),16,,체육부 전용강좌,국제
GEB1102-G27,글쓰기2,,27,고유림,2.0,화 10:30-11:45 (멀805)목 10:30-11:45 (멀805),16,,2학년 우선강좌,국제
GEB1102-G28,글쓰기2,,27,이은영,2.0,목 12:00-13:15 (멀409)화 12:00-13:15 (멀409),16,,"3,4학년 우선강좌",국제
GEB1102-G29,글쓰기2,,27,윤분희,2.0,목 12:00-13:15 (멀109)화 12:00-13:15 (멀109),16,,2학년 우선강좌(ABEEK) Abeek,국제
GEB1102-G30,글쓰기2,,27,오진희,2.0,목 12:00-13:15 (멀703)화 12:00-13:15 (멀703),16,,외국인 전용강좌 (Foreign students only),국제
GEB1102-G31,글쓰기2,,27,고유림,2.0,화 12:00-13:15 (멀805)목 12:00-13:15 (멀805),16,,"3,4학년 우선강좌(ABEEK) Abeek",국제
